Height	Angle1	Angle2	Angle3	Angle4	Angle5	Angle6	label
1504.51	68.6337	63.4076	179.98	179.98	133.76	124.266	2
1524.23	75.2527	62.8957	179.98	179.98	136.566	118.358	2
1541.43	68.779	52.0594	180	180	143.016	128.21	2
1507.97	55.6856	47.4622	180	180	144.544	135.301	2
1525.39	64.3339	45.4308	180	179.98	146.85	134.502	2
1514.77	68.4125	43.5278	180	180	146.25	132.491	2
1507.4	61.9252	42.3855	180	180	147.955	134.455	2
1524.8	64.7141	45.2625	179.98	179.98	146.4	131.727	2
1548.69	70.067	48.9681	179.98	179.98	144.945	128.114	2
1554.5	76.2297	57.7463	179.98	179.98	139.951	121.721	2
1558.76	76.6996	57.6848	180	180	139.658	121.305	2
1536.07	72.0857	57.1113	180	180	139.905	120.207	2
1540.19	74.2473	56.3474	180	180	140.371	121.749	2
1559.75	74.3527	53.0994	179.98	179.98	142.88	124.919	2
1560.48	73.8837	52.0489	179.98	179.98	143.815	126.413	2
1556.83	73.5428	51.6542	180	180	144.231	126.997	2
1556.73	73.2767	51.2767	180	180	144.581	127.584	2
1538.47	66.9905	50.0627	180	180	145.047	129.4	2
1532.22	72.0778	54.791	180	180	143.588	126.888	2
1423.76	50.6561	51.1176	180	180	140.086	145.507	2
1448.16	59.4862	63.2306	180	180	137.564	124.979	2
1471.29	63.9277	51.9709	180	180	142.042	130.476	2
1445.69	56.3843	47.2246	180	180	143.374	125.515	2
1476.23	62.6115	53.6176	179.98	179.98	142.187	124.561	2
1460.75	67.8527	57.6281	179.98	179.98	139.516	122.908	2
1439.22	63.5058	36.3995	180	180	140.5	133.883	2
1510	64.1772	76.0461	180	180	141.48	123.723	2
1513.71	60.9677	72.8008	180	180	142.769	126.392	2
1457.46	56.3398	46.2456	180	180	144.117	133.057	2
1470.66	54.0366	45.975	179.98	179.98	145.88	135.495	2
1490.55	63.2976	42.4274	179.98	179.98	147.064	149.613	2
1465.89	53.7497	44.6457	179.98	179.98	147.722	140.183	2
1524.65	66.9812	62.7048	180	180	145.653	149.773	2
1494.31	62.5387	45.8252	179.98	179.98	143.103	139.666	2
1508.28	67.9939	55.2275	180	180	141.113	126.86	2
1561.99	65.6793	88.0689	179.98	179.98	139.956	133.73	2
1489.32	71.4961	58.5951	180	180	139.8	119.575	2
1544.09	87.1673	74.7349	179.98	179.98	139.538	122.625	2
1483.05	71.5261	62.3089	179.98	179.98	138.097	118.022	2
1478.42	73.3336	63.8231	179.98	179.98	137.46	117.373	2
1496.82	78.8554	64.9009	180	179.98	136.458	115.289	2
1482.35	80.1835	62.284	179.98	179.98	139.386	121.633	2
1392.39	61.6703	57.9664	179.98	179.98	141.423	122.025	2
1415.23	83.0464	98.4005	180	180	134.093	116.825	2
1366.65	74.0926	81.3273	179.98	179.98	133.452	129.402	2
1436.07	116.847	123.084	180	180	132.263	124.23	2
1444.73	95.8631	139.737	179.98	180	133.435	128.72	2
1378.07	72.3272	85.1427	180	180	133.587	139.699	2
1369.11	73.9375	65.7331	180	180	134.147	113.643	2
1376.45	71.266	69.6135	180	180	134.344	121.78	2
1412.91	78.8206	69.6684	180	180	134.556	115.225	2
1419.19	75.9992	61.7597	180	180	134.615	128.88	2
1402.63	63.989	67.7672	180	180	135.193	118.755	2
1424.99	62.4111	63.0489	180	180	137.431	138.042	2
1410.63	72.8906	67.1363	179.98	179.98	132.913	127.985	2
1380.82	65.7308	72.8215	180	180	131.616	131.651	2
1444.38	80.1249	155.4	179.98	179.98	131.361	130.778	2
1433.03	95.8333	157.446	179.98	179.98	131.217	131.934	2
1402.05	112.048	168.556	180	180	130.322	127.714	2
1379.51	120.327	168.772	180	180	129.848	127.748	2
1363.47	124.469	169.168	179.972	179.972	129.716	128.693	2
1355.86	126.818	178.62	179.972	179.972	129.598	129.396	2
1348.83	128.657	173.18	179.972	180	129.537	128.12	2
1325.12	133.691	144.221	179.972	179.972	130.047	132.421	2
1334.4	133.6	145.029	179.972	180	130.765	134.389	2
1348.05	139.034	152.831	179.972	180	131.241	131.356	2
1344.3	133.474	149.894	180	180	131.229	132.666	2
1338.47	135.821	148.502	180	180	131.08	130.788	2
1331.96	134.932	146.677	179.972	180	131.233	131.168	2
1325.77	135.987	148.38	179.972	180	131.812	131.585	2
1353.32	128.292	176.006	180	180	136.907	134.244	2
1374.03	122.092	162.779	180	180	139.831	135.351	2
1281.37	107.695	144.148	180	180	144.389	137.734	2
1248.54	89.7834	129.093	180	180	146.99	142.924	2
1225.75	86.2087	116.45	180	179.972	147.592	145.993	2
1333.62	92.1745	121.047	180	180	145.761	143.937	2
1229.64	102.788	122.209	180	180	143.286	141.136	2
1294.29	121.954	139.487	180	179.966	138.28	134.81	2
1286.95	127.491	145.668	179.972	180	135.617	131.631	2
1283.99	131.497	150.66	179.972	179.972	132.96	131.51	2
1280.64	135.334	149.905	180	180	129.844	130.797	2
1292.88	135.448	151.355	179.972	179.972	129.617	131.872	2
1312.12	132.414	150.06	179.972	179.972	131.401	134.361	2
1323.66	127.188	148.352	179.972	180	136.955	139.912	2
1307.93	124.169	149.829	180	180	139.063	140.679	2
1292.9	121.752	150.021	180	180	139.931	141.44	2
1291.05	121.367	149.884	180	180	139.958	141.658	2
1278.82	121.019	150.2	180	180	139.954	141.367	2
1273.7	120.788	150.077	180	180	139.928	141.298	2
1269.8	120.141	148.361	180	180	139.899	141.288	2
1266.53	120.129	147.655	180	180	139.879	141.261	2
1266.74	120.037	147.733	180	180	139.869	141.278	2
1300.5	121.708	151.744	179.972	180	139.561	140.812	2
1307.41	123.486	152.39	180	180	138.54	140.499	2
1314.26	127.584	155.242	180	180	136.076	138.224	2
1302.23	128.69	155.387	180	180	135.056	137.36	2
1297.21	129.478	155.952	180	180	134.464	136.795	2
1297.48	129.56	156.74	180	180	134.645	136.765	2
1301.99	129.151	157.284	180	180	135.042	136.703	2
1309.55	127.209	156.853	179.966	179.966	136.217	137.413	2
1311.7	125.127	156.033	180	180	136.85	137.781	2
1319.92	122.499	154.67	180	180	137.419	138.219	2
1327.77	122.304	154.481	180	180	137.893	138.564	2
1332.76	119.329	153.628	179.972	180	138.204	138.881	2
1312.54	116.475	146.962	179.972	180	138.466	140.585	2
1292.49	115.371	143.643	180	180	138.529	140.76	2
1278.27	115.222	137.359	180	179.972	138.61	140.837	2
1268.25	111.558	131.572	180	179.972	138.683	140.514	2
1274.46	107.438	130.818	180	180	138.403	140.286	2
1274.71	105.297	127.012	180	180	138.243	140.033	2
1276.69	103.208	124.583	179.972	179.972	138.122	139.796	2
1277.06	96.2168	116.845	180	180	138.317	139.968	2
1277.15	90.4244	113.173	180	179.972	139.353	140.721	2
1277.1	87.6932	110.672	179.972	179.972	139.896	141.185	2
1280.78	88.1866	111.644	180	180	140.732	142.016	2
1278.22	88.5285	111.873	180	179.972	140.89	142.226	2
1294.05	95.6146	122.145	179.972	179.972	139.985	140.705	2
1300.26	98.0546	126.054	180	180	139.785	140.362	2
1300.52	96.6677	125.499	180	180	139.553	139.69	2
1335.81	104.267	156.38	179.972	179.972	139.008	138.189	2
1340.93	116.696	135.664	180	180	138.101	138.108	2
1363.67	114.38	161.525	180	180	137.479	137.544	2
1364.73	108.898	166.205	180	180	136.578	132.945	2
1336.58	103.62	130.121	179.972	179.972	134.711	133.995	2
1328.64	101.366	129.272	179.972	180	134.529	131.888	2
1327.5	95.486	134.451	179.972	179.972	135.708	136.28	2
1323.11	91.5796	122.205	180	180	138.891	138.838	2
1330.45	77.7698	117.737	180	180	143.964	144.112	2
1354.4	66.2191	78.6696	180	180	147.059	144.168	2
1377.53	66.0133	123.367	179.98	179.98	147.615	140.994	2
1361.16	68.2536	115.259	180	180	147.424	144.402	2
1349.64	67.0791	89.5547	180	180	144.947	139.849	2
1408.2	91.871	161.474	180	179.98	137.448	136.158	2
1383.18	78.3823	119.812	180	180	140.189	139.624	2
1326.37	70.66	72.253	179.98	179.98	144.563	146.088	2
1291.58	58.3503	56.645	179.98	180	146.166	147.812	2
1322.25	64.4988	69.8788	180	180	146.539	146.402	2
1282.03	58.607	53.175	180	180	147.335	147.507	2
1333.15	66.0089	84.6652	180	180	147.365	144.954	2
1325.46	68.4841	84.8595	179.98	180	147.963	143.051	2
1337.85	65.2628	99.3385	180	180	147.538	146.922	2
1313.91	61.0912	83.2797	180	180	146.536	146.943	2
1345.84	73.216	118.475	179.972	179.972	146.236	146.206	2
1356.94	81.8558	153.049	179.972	179.972	146.172	143.846	2
1302.98	85.8239	96.9947	180	180	145.322	143.263	2
1310.79	92.0055	111.272	180	180	143.626	140.453	2
1308.96	113.121	120.716	180	179.972	136.205	129.056	2
1285.05	101.892	108.649	180	180	134.298	131.551	2
1304.6	94.1881	98.3397	180	180	134.475	132.179	2
1323.37	91.6465	88.6738	179.98	179.98	134.301	131.77	2
1733.42	134.467	134.456	180	180	121.197	135.725	2
1744.14	138.365	137.759	180	180	121.491	137.078	2
1755.52	139.733	138.771	180	180	121.558	137.056	2
1768.09	139.375	137.424	180	180	121.567	137.037	2
1790.14	138.704	137.809	180	180	121.524	136.769	2
1409.53	110.252	103.771	179.98	179.98	134.531	129.762	2
1434.98	99.5091	99.2811	179.98	179.98	134.4	129.471	2
1481.93	103.832	101.904	180	180	134.145	130.261	2
1564.72	117.804	114.704	180	180	133.156	128.351	2
1617.27	122.553	117.556	180	180	131.667	126.635	2
1605.09	126.797	120.436	180	180	130.619	126.404	2
1587	129.9	122.852	180	180	129.494	126.21	2
1562.54	136.3	127.708	180	180	127.012	125.871	2
1553.44	139.547	130.944	180	180	125.779	125.668	2
1546.11	142.956	134.29	180	180	124.526	126.17	2
1288.7	123.488	120.151	180	179.972	133.847	134.236	2
1274.44	120.53	114.654	180	179.972	134.711	134.174	2
1256.37	96.2029	94.3699	180	179.972	135.797	135.313	2
1230.99	77.1565	78.0445	179.972	179.972	137.135	137.493	2
1246.55	85.5434	81.6599	179.972	179.972	137.541	140.019	2
1276.86	99.7789	91.6507	180	180	137.989	142.295	2
1292.15	113.996	111.55	180	180	136.063	140.234	2
1284.73	113.721	112.659	180	180	135.201	139.583	2
1243.04	97.6509	97.6763	179.972	180	134.294	139.331	2
1261.95	107.963	106.378	180	179.96	133.413	140.937	2
1268.73	112.24	110.19	179.972	179.96	133.333	141.196	2
1293.87	124.684	119.259	180	179.96	133.329	141.643	2
1290.39	124.371	117.964	179.972	179.96	133.306	141.506	2
1259.29	114.418	114.497	179.972	179.972	133.309	142.181	2
1255.89	112.24	110.793	179.96	179.972	133.559	141.983	2
1253.74	110.559	109.391	180	179.972	133.749	142.048	2
1250.78	110.429	109.238	179.972	180	134.219	142.766	2
1249.31	110.376	109.186	180	180	134.414	143.112	2
1248.35	110.779	109.383	179.972	179.972	134.486	143.237	2
1249.4	112.435	110.968	179.972	179.972	134.482	143.347	2
1251.98	113.611	113.045	179.972	179.972	134.407	143.312	2
1253.74	114.333	113.986	179.972	180	134.371	143.317	2
1255.14	115.566	114.007	180	180	134.329	143.39	2
1258.05	117.707	114.651	180	180	134.283	143.423	2
1255.73	117.751	115.108	179.972	179.96	134.24	143.504	2
1255.59	117.948	115.215	179.972	179.972	134.23	143.513	2
1255.2	117.993	115.278	179.96	179.96	134.22	143.526	2
1254.91	118.056	115.341	179.972	179.96	134.214	143.534	2
1254.66	118.109	115.393	179.972	179.972	134.208	143.54	2
1254.38	118.222	115.485	179.972	180	134.199	143.542	2
1254.13	118.302	115.534	179.972	179.972	134.192	143.531	2
1253.75	118.406	115.63	180	180	134.183	143.505	2
1253.72	118.45	115.638	180	180	134.182	143.481	2
1253.72	118.511	115.646	179.972	179.972	134.18	143.445	2
1242.64	113.599	111.41	180	179.972	134.05	142.502	2
1225.21	105.946	109.194	180	180	133.928	143.432	2
1224.3	109.462	111.305	180	180	132.744	143.596	2
1228	112.357	112.737	179.972	179.972	132.513	143.874	2
1255.78	121.377	119.159	180	180	131.63	144.264	2
1254.07	123.703	119.876	180	179.96	131.452	143.713	2
1256.79	123.5	119.918	180	179.972	133.252	145.73	2
1252.86	123.165	120.822	179.972	180	132.876	144.852	2
1249.58	122.361	120.028	179.972	180	132.611	144.388	2
1244.11	121.758	119.318	180	180	132.029	144.116	2
1268.27	119.087	121.938	179.96	179.96	134.481	144.628	2
1266.32	117.563	117.583	180	179.972	137.026	147.62	2
1257.04	116.448	112.875	179.96	180	137.305	148.401	2
1270.48	117.458	117.191	180	179.96	137.491	148.596	2
1275.84	120.711	118.459	179.972	179.96	137.492	148.52	2
1285.03	125.259	120.996	180	180	136.403	147.107	2
1284.38	124.665	119.237	179.972	179.96	135.514	146.72	2
1280.5	121.196	121.458	179.96	180	135.43	146.707	2
1273.4	120.642	118.487	179.972	179.972	135.07	145.626	2
1274.48	118.936	116.097	180	180	134.706	143.029	2
1276.93	114.457	113.747	180	179.972	135.081	141.97	2
1278.2	112.779	112.798	179.972	179.972	135.164	141.659	2
1281.2	110.618	110.608	179.96	179.972	135.446	141.379	2
1282.19	109.536	109.041	179.96	179.96	135.531	141.431	2
1284.43	107.141	106.429	179.972	179.972	135.939	142.039	2
1283.71	106.887	106.12	179.972	179.972	136.166	142.402	2
1282.79	107.007	106.219	180	180	136.272	142.567	2
1279.6	107.316	106.542	179.96	179.972	136.475	143.074	2
1258.58	111.495	110.378	179.972	180	136.312	144.03	2
1219.69	115.121	117.171	180	179.972	134.298	143.336	2
1205.63	115.11	116.733	179.98	180	134.22	143.725	2
1179.44	118.994	117.483	179.966	179.966	134.152	144.618	2
1174.49	120.047	118.439	179.98	180	133.876	144.462	2
1153.17	121.018	119.825	179.98	179.98	133.334	144.33	2
1140.4	116.457	115.057	180	179.972	135.807	145.533	2
1137	105.853	103.374	179.98	179.98	141.493	148.869	2
1177.17	118.49	112.725	180	179.972	143.93	147.921	2
1186.73	120.956	94.6863	179.972	72.421	145.695	161.222	2
1186.68	119.335	89.2078	179.98	68.7881	146.438	160.858	2
1192.36	111.457	92.2494	179.98	60.522	147.856	154.76	2
1211.78	112.363	77.7035	180	76.6964	149.037	162.909	2
1206.6	114.018	120.416	179.98	38.7828	149.638	99.8593	2
1202.43	106.361	91.0912	179.98	180	151.442	147.575	2
1190.63	97.3617	84.347	179.98	179.98	151.678	146.82	2
1172.26	88.6918	78.6348	180	180	152.354	146.971	2
1069.92	62.4887	52.38	179.96	179.96	156.457	151.046	2
1033.6	64.5434	56.0674	179.98	179.98	154.275	150.074	2
1032.96	64.5749	56.271	179.96	179.96	154.313	149.978	2
1032.64	64.6022	56.52	179.956	179.98	154.356	149.878	2
1032.39	64.428	57.3477	180	179.966	154.463	149.672	2
1033.84	64.4758	57.9652	179.96	179.96	154.516	149.437	2
1039.22	68.1436	61.3346	179.956	179.956	154.637	150.374	2
1038.2	68.1242	61.6735	179.96	179.98	154.668	150.662	2
1037.6	68.082	61.9765	179.966	180	154.684	150.718	2
1037.36	68.3993	62.5246	180	179.96	154.722	150.824	2
1040.72	70.3421	63.0677	179.966	180	154.777	150.924	2
1046.19	72.6553	62.4158	179.98	179.96	154.829	150.873	2
1051.56	74.8158	62.6333	180	180	155	150.676	2
1063.08	67.2925	57.3451	179.98	179.98	159.018	157.204	2
1045.46	59.1775	46.452	179.96	179.98	157.48	153.015	2
1029.94	65.919	51.1088	179.966	179.98	152.651	144.123	2
1020.24	78.1989	69.0187	179.96	180	147.256	137.923	2
1018.42	80.2391	71.0492	180	179.966	147.133	138.206	2
1014.57	80.2001	71.0998	180	179.966	147.286	138.735	2
999.511	80.0451	70.8758	179.966	180	147.401	139.007	2
987.236	79.7242	70.511	179.96	179.96	147.838	139.689	2
571.526	60.2997	83.4536	65.7091	71.5785	152.481	86.2543	2
584.709	62.7651	80.2146	71.6879	73.8048	152.211	90.81	2
609.478	62.3027	77.0682	78.7882	75.7657	151.104	96.1045	2
977.504	70.3683	67.7152	179.966	79.8492	147.908	159.809	2
969.806	75.2407	58.8791	179.98	80.9426	145.529	160.61	2
987.435	63.7902	120.759	179.96	77.3383	155.437	137.123	2
1030.42	86.9031	128.849	179.98	89.1326	150.851	151.223	2
1038.56	98.8899	132.521	180	85.6293	148.961	151.576	2
1029.89	102.095	136.6	179.96	80.9027	146.607	151.282	2
713.261	103.665	141.024	92.1923	76.6346	145.797	115.155	2
731.46	105.011	144.45	94.4589	74.155	145.428	114.597	2
759.04	105.957	143.212	93.0252	95.6949	145.524	125.269	2
763.87	106.272	144.421	91.1423	93.9687	145.514	124.74	2
753.156	105.669	142.493	88.2111	90.3698	145.555	123.746	2
740.77	105.067	141.101	86.1102	87.5195	145.337	123.316	2
735.568	107.059	143.964	89.7722	86.934	144.45	124.089	2
743.107	108.321	147.713	94.821	93.8125	143.004	130.535	2
1044.5	116.315	149.64	179.98	96.6755	141.274	163.665	2
1047.04	112.313	153.882	180	97.0069	141.281	163.553	2
1065.49	111.484	145.388	179.96	99.0665	141.864	166.142	2
1085.56	115.318	134.903	179.96	98.3657	141.321	170.532	2
1150.29	129.797	124.291	179.98	179.98	135.358	145.006	2
1275.05	72.3035	68.0372	179.98	179.98	135.705	130.105	2
1340.64	57.0509	61.3237	180	180	164.941	152.65	2
1385.15	67.8238	41.9867	180	179.98	169.091	157.361	2
1316.65	68.9813	69.3109	179.972	79.4331	170.336	121.322	2
1201.96	79.2939	93.438	179.96	180	161.553	145.328	2
1112.74	91.4762	90.4287	180	180	164.211	155.472	2
1058.79	83.1334	71.5842	180	180	170.176	166.291	2
1198.55	96.0198	116.269	179.966	179.98	169.585	166.892	2
1219.2	97.854	93.981	179.966	179.98	168.188	162.462	2
1217.45	109.925	109.677	180	179.972	151.832	168.254	2
1184.77	101.178	100.991	179.98	179.966	145.08	167.368	2
1237.41	107.299	107.957	179.966	180	147.134	162.574	2
1329.28	122.679	123.032	180	180	157.47	149.706	2
1220.15	105.53	107.445	180	179.952	137.175	156.974	2
1135.75	130.492	126.587	180	179.972	128.129	138.58	2
888.432	94.0525	86.6805	179.96	179.972	147.352	142.442	2
933.371	96.1757	95.9308	180	179.952	160.231	163.84	2
1004.31	123.903	133.634	179.972	179.972	174.171	167.855	2
947.954	117.202	121.878	179.972	179.972	169.738	164.223	2
921.865	119.254	125.569	180	180	164.648	159.275	2
907.56	121.964	128.658	180	179.96	159.626	154.389	2
1217.49	97.2572	109.43	179.972	179.972	165.725	163.035	2
1558.2	105.319	97.9551	179.98	179.98	174.116	174.287	2
952.195	111.987	116.075	179.956	180	134.083	142.508	2
993.79	107.759	113.774	179.966	179.966	138.32	146.513	2
1293.05	123.448	115.799	179.972	179.972	145.012	152.707	2
1617.21	137.087	149.982	180	179.98	150.731	149.8	2
1550.29	93.412	118.083	179.98	179.98	151.736	149.066	2
1466.6	57.3609	79.2598	180	180	153.544	152.597	2
1272.63	42.5665	48.3306	179.972	179.972	162.39	175.004	2
1272.38	49.9441	47.32	179.966	179.972	159.227	167.649	2
1277.62	56.5768	55.1634	180	179.972	156.038	160.946	2
1327.07	70.1505	82.0034	179.972	180	154.466	157.233	2
1345.97	85.6684	98.0101	180	180	154.649	155.566	2
1337.83	84.4911	95.1394	180	180	154.276	155.617	2
1301.55	81.8316	85.7217	180	179.972	153.005	154.651	2
1282.77	83.9878	82.8654	180	180	152.355	153.753	2
1189.34	82.7975	82.9688	180	180	150.661	153.047	2
1155.19	77.4979	78.4421	180	179.972	150.474	153.292	2
1126.53	75.1913	75.2782	180	180	149.698	152.292	2
1108.67	74.6883	74.59	179.98	179.972	149.021	151.667	2
1113.46	87.9819	86.7918	179.972	179.972	145.373	149.812	2
1144.29	93.9236	90.5181	179.966	180	142.672	148.38	2
1142.62	95.7353	93.1021	180	179.98	142.806	148.791	2
1155.67	104.907	103.056	180	180	143.668	151.51	2
1159.35	107.123	108.388	180	180	141.516	147.839	2
1177.57	105.574	118.461	179.98	179.98	136.918	143.033	2
1165.99	106.241	118.958	180	179.972	135.396	142.493	2
1137.36	100.279	111.776	179.96	180	134.254	140.515	2
1008.88	82.4351	77.3181	180	179.972	127.626	129.574	2
1033.1	87.428	86.2295	179.98	179.98	124.546	125.507	2
961.837	149.405	135.564	179.966	180	143.303	139.519	2
926.345	155.495	140.52	179.98	179.98	148.07	156.667	2
1168.62	132.614	104.405	180	180	131.806	136.878	2
869.113	153.211	134.785	179.98	179.98	151.566	159.484	2
1270.84	91.4052	121.918	180	180	166.259	165.08	2
1186.99	69.8844	80.048	180	180	166.979	164.937	2
1160.81	82.9599	72.0618	180	180	171.799	173.684	2
1245.12	75.5371	73.0846	180	180	157.425	152.723	2
1229.9	72.2983	65.4606	179.972	179.972	155.302	149.57	2
1201.25	56.8473	51.633	179.972	179.972	153.295	148.95	2
1226.25	62.1917	54.0968	180	179.972	154.835	153.896	2
1300.46	66.1164	68.3029	179.96	179.96	154.171	153.884	2
1382.75	68.9029	70.3141	179.972	179.972	151.219	147.057	2
1455.28	69.3568	76.5553	180	180	149.776	145.223	2
1535.92	91.068	104.734	180	180	148.947	149.457	2
995.111	93.1053	86.7166	180	180	140.117	146.116	2
981.365	73.6897	67.7202	179.96	180	151.869	156.997	2
1180.97	102.819	116.164	180	179.98	153.046	154.661	2
1295.49	129.943	141.771	179.972	179.972	147.554	148.605	2
1299.76	107.451	126.316	180	180	144.353	143.606	2
1283.42	91.8006	106.311	180	180	144.41	143.565	2
1275.8	88.2595	100.693	180	180	143.915	143.129	2
1289.5	93.9445	107.189	179.972	179.972	143.956	143.95	2
1292.9	96.462	109.771	180	180	143.861	144.097	2
1294.32	103.491	115.644	179.972	179.972	143.628	144.699	2
1289.06	104.706	116.293	180	180	143.314	144.417	2
1252.47	100.745	116.397	180	180	141.28	141.532	2
1202.37	92.865	103.186	180	180	141.099	141.266	2
1178.68	87.7837	97.529	180	180	141.989	143.038	2
1157.02	85.3229	94.2409	179.98	179.98	143.175	145.819	2
1088.94	78.7626	82.6942	179.956	180	146.397	150.593	2
1038.92	73.3556	74.0145	179.98	179.98	148.306	151.898	2
1034.26	74.8381	74.9953	180	180	148.175	151.839	2
1028.43	76.917	76.3876	179.98	179.98	147.899	151.606	2
1025.39	77.2032	76.4603	180	180	147.794	151.486	2
1022.13	80.8859	80.0055	180	180	147.379	151.303	2
1014.95	89.5627	89.2442	179.98	179.98	146.375	151.07	2
1012	92.9712	92.6494	180	180	146.074	151.083	2
1004.84	93.2059	92.2361	180	180	145.749	151.012	2
989.219	90.4834	88.2515	179.96	179.98	145.312	150.842	2
964.177	88.0709	85.9596	179.98	179.98	146.73	154.651	2
962.46	87.7665	85.3513	179.966	179.966	146.906	155.096	2
959.712	88.1826	86.0088	180	180	146.546	154.72	2
954.4	88.1835	86.511	180	179.96	146.102	154.088	2
952.204	90.6509	86.9067	180	179.972	146.057	154.059	2
952.5	92.668	87.3443	180	179.972	146.062	154.054	2
950.835	92.8117	87.763	179.972	180	146.024	154.02	2
1228.98	116.05	126.281	179.952	180	142.588	144.108	2
1138.35	104.967	117.333	179.96	180	134.779	133.685	2
1216.32	117.699	115.038	179.972	180	140.318	139.94	2
1230.73	119.622	119.802	179.96	179.972	141.679	141.448	2
1238.71	111.576	116.134	179.96	179.972	143.417	143.342	2
1239.81	111.648	115.457	180	179.96	143.479	143.386	2
1225.5	104.975	115.842	179.972	180	143.378	143.784	2
1242.74	103.773	113.844	180	180	143.708	144.08	2
1163.01	79.7066	104.102	180	180	137.461	137.561	2
1134.51	87.0017	100.193	179.956	180	131.928	131.852	2
1127.35	88.9684	103.218	179.972	179.966	130.154	130.179	2
1109.99	94.6842	108.867	180	180	126.876	127.341	2
1103.42	96.651	112.418	180	180	125.554	126.337	2
1095.04	98.2545	115.636	179.972	179.972	123.888	124.977	2
1037.1	97.2351	130.583	179.972	141.337	120.846	70.6386	2
1013.81	103.195	123.079	180	149.527	119.406	74.9464	2
983.198	107.193	101.663	180	134.471	117.414	76.5753	2
967.96	110.287	94.3408	180	133.637	116.316	79.7273	2
931.595	112.788	95.114	180	69.8429	114.24	84.3312	2
919.178	115.444	95.8143	179.972	71.6831	112.745	84.6916	2
905.875	116.788	99.1529	180	73.4849	111.346	84.0894	2
883.204	115.313	101.946	179.98	76.4454	109.585	83.1563	2
858.324	115.662	87.0043	179.96	76.9793	107.653	86.3748	2
838.356	115.061	95.8379	179.966	76.3357	109.893	84.407	2
1039.99	158.122	151.714	179.972	179.972	144.965	144.086	2
1157.17	144.153	153.007	179.98	179.98	150.101	151.048	2
1013.48	98.0028	121.106	180	180	137.615	140.428	2
1120.12	123.404	150.629	179.98	179.98	147.767	150.648	2
1211.55	137.946	175.009	180	180	154.794	159.453	2
1300.61	149.958	175.764	179.98	179.98	158.004	154.668	2
1304.74	153.264	125.249	179.98	179.98	164.313	157.262	2
1326.58	143.84	101.105	180	180	162.797	154.225	2
1327.32	152.82	124.411	179.972	180	155.741	147.721	2
1335.94	168.777	134.727	180	180	156.559	150.748	2
1308.81	141.144	132.893	179.972	179.972	159.231	149.487	2
1266.39	146.496	131.703	180	180	163.897	158.95	2
1605.47	83.7466	81.3439	180	180	147.464	129.8	2
1619.21	101.09	81.2717	179.98	179.98	148.34	130.8	2
1557.35	74.9082	88.3515	179.98	179.98	146.328	128.386	2
1572.19	88.6733	94.5836	180	180	146.811	127.022	2
1562.66	80.4589	90.0063	179.98	179.98	147.092	127.651	2
1460.32	93.521	106.801	179.98	180	149.434	144.479	2
1355.52	150.7	153.383	179.98	179.98	143.66	143.309	2
1488.21	102.661	118.565	179.98	180	129.596	120.998	2
1536.53	86.3455	90.9377	179.98	180	131.823	112.567	2
1217.48	115.415	124.405	180	179.972	147.264	149.8	2
1366.79	122.146	128.107	180	180	151.093	142.443	2
1293.85	91.064	131.957	179.966	179.966	133.32	120.729	2
1300.59	79.6563	134.996	180	179.972	134.595	124.003	2
1405.81	109.026	157.533	180	180	136.633	128.981	2
1450.16	94.4759	122.854	180	180	137.966	127.083	2
1505.34	93.7769	121.058	180	180	134.929	123.261	2
1577.32	86.592	118.006	180	179.98	135.619	121.026	2
1549.29	83.7828	109.136	180	179.972	132.214	113.937	2
1178.63	107.921	132.074	180	180	156.412	149.29	2
1491.64	113.015	120.705	180	180	135.775	121.425	2
1597.42	91.6548	115.038	179.972	179.972	131.206	112.119	2
1595.65	96.8086	118.335	179.98	180	137.775	120.727	2
1225.69	110.848	134.978	179.972	179.972	155.821	155.954	2
909.842	133.487	117.197	180	180	176.785	170.378	2
875.076	145.317	145.563	180	179.98	147.619	138.557	2
993.466	159.765	170.737	180	180	154.626	152.662	2
994.393	169.926	170.329	179.98	179.98	144.738	148.148	2
1016.24	150.181	157.254	180	180	147.768	148.701	2
996.174	142.891	146.705	180	180	145.844	150.667	2
1120.57	167.851	164.77	179.98	179.98	143.192	145.299	2
1091.9	114.562	149.083	179.98	179.98	139.549	139.573	2
1139.67	117.725	150.771	180	180	133.572	132.49	2
1242.44	145.791	156.671	180	179.972	131.071	138.562	2
1269.89	137.482	132.7	180	180	130.086	137.802	2
1363.77	133.875	127.092	179.98	180	111.867	134.111	2
1395.85	146.014	160.771	179.98	179.98	130.142	132.057	2
1441.24	119.137	116.135	180	180	133.747	122.94	2
1418.9	155.025	160.096	179.98	179.98	113.624	110.948	2
1415.73	113.091	109.73	180	180	133.186	120.336	2
1370.84	107.847	97.217	180	180	131.705	122.286	2
1445.79	168.725	146.973	180	180	141.075	137.407	2
1451.52	156.211	145.225	180	180	139.051	132.708	2
1525.78	92.7433	108.865	180	180	134.537	122.369	2
1613.44	134.23	156.721	179.98	179.98	124.099	123.91	2
1566.34	139.583	157.832	180	180	123.041	116.135	2
1438.19	144.018	145.571	180	180	136.367	142.644	2
1572.98	85.69	106.066	180	180	126.902	103.716	2
1514.87	98.1161	125.027	180	180	136.571	128.251	2
1531.51	93.1637	84.2641	180	180	137.145	123.157	2
